Name,Hash,Id,Tag,Rarity,Tier,Type,Source,Category,Element,Ammo,Power,Archetype,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Holofoil,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Persistence,Stability,ROF,Reload,Mag,Handling,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Ammo Generation,Heat Generated,Cooling Efficiency,Crafted,Crafted Level,Kill Tracker,Foundry,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15,Perks 16,Perks 17,Perks 18
Hammerhead,1346714574,"""6917530193289088694""",,Legendary,3,Machine Gun,brave,Power,Void,heavy,415,Adaptive Frame,Stability,1,Vault,false,false,false,8,28,,75,90,41,60,15,0,0,0,66,450,64,57,65,0,0,0,0,0,0,0,0,6,40,0,0,false,0,0,,,,Adaptive Frame*,Fluted Barrel*,Smallbore,Alloy Magazine*,Appended Mag,Destabilizing Rounds*,Impromptu Ammunition,Onslaught*,Killing Tally,Forge's Kin*,Indomitability,Kill Tracker,Tier 1: Stability*,,,,,,
Hammerhead,1346714574,"""6917530193290908796""",,Legendary,3,Machine Gun,brave,Power,Void,heavy,416,Adaptive Frame,Reload Speed,2,Vault,false,false,false,8,28,,100,90,41,60,15,0,0,0,60,450,48,71,60,0,0,0,0,0,0,0,0,16,40,0,0,false,0,0,,,,Adaptive Frame*,Arrowhead Brake*,Hammer-Forged Rifling,Extended Mag*,Flared Magwell,Destabilizing Rounds*,Rewind Rounds,Demoralize*,One for All,Forge's Kin*,Indomitability,Kill Tracker,Tier 2: Reload Speed*,,,,,,
Hammerhead,1346714574,"""6917530193294957210""",,Legendary,5,Machine Gun,brave,Power,Void,heavy,548,Adaptive Frame,Stability,10,Vault,false,false,false,8,28,,100,90,41,71,15,0,0,0,86,450,68,75,67,0,0,0,0,0,0,0,0,6,40,0,0,false,0,6485,,00001:Epsilon,,Adaptive Frame*,Arrowhead Brake*,Smallbore,Alloy Magazine,Ricochet Rounds*,Destabilizing Rounds*,Rampage,Mega Kill Clip,Killing Tally*,Forge's Kin*,Indomitability,Kill Tracker,Backup Mag*,Masterworked: Stability*,,,,,
Hammerhead,1346714574,"""6917530195971443126""",,Legendary,4,Machine Gun,brave,Power,Void,heavy,550,Adaptive Frame,Handling,4,Vault,false,false,false,8,28,,85,90,41,71,15,0,0,0,66,450,78,57,45,0,0,0,0,0,0,0,0,6,40,0,0,false,0,0,,,,Adaptive Frame*,Extended Barrel*,Polygonal Rifling,Flared Magwell*,Light Mag,Destabilizing Rounds*,Impromptu Ammunition,Mega Kill Clip*,Demoralize,Forge's Kin*,Indomitability,Kill Tracker,Tier 4: Handling*,,,,,,
Hammerhead,1346714574,"""6917530195971448539""",,Legendary,4,Machine Gun,brave,Power,Void,heavy,550,Adaptive Frame,Range,5,Vault,false,false,false,8,28,,75,90,41,77,15,0,0,0,60,450,66,66,50,0,0,0,0,0,0,0,0,6,40,0,0,false,0,19,,,,Adaptive Frame*,Hammer-Forged Rifling*,Smallbore,Appended Mag*,Flared Magwell,Destabilizing Rounds*,Fourth Time's the Charm,Mega Kill Clip*,Onslaught,Forge's Kin*,Indomitability,Kill Tracker,Tier 5: Range*,,,,,,
Hammerhead,1346714574,"""6917530197453829253""",,Legendary,4,Machine Gun,brave,Power,Void,heavy,550,Adaptive Frame,Reload Speed,4,Vault,false,false,false,8,28,,75,90,41,66,15,0,0,0,77,450,68,57,66,0,0,0,0,0,0,0,0,6,40,0,0,false,0,0,,,,Adaptive Frame*,Fluted Barrel*,Hammer-Forged Rifling,Ricochet Rounds*,Light Mag,Rewind Rounds*,Demolitionist,Onslaught*,One for All,Forge's Kin*,Indomitability,Kill Tracker,Tier 4: Reload Speed*,,,,,,
Hammerhead,1346714574,"""6917530197465381276""",,Legendary,4,Machine Gun,brave,Power,Void,heavy,550,Adaptive Frame,Range,3,Vault,false,false,false,8,28,,100,90,41,69,15,0,0,0,71,450,64,57,62,0,0,0,0,0,0,0,0,6,40,0,0,false,0,0,,,,Adaptive Frame*,Arrowhead Brake*,Extended Barrel,Ricochet Rounds*,Flared Magwell,Destabilizing Rounds*,Rewind Rounds,Mega Kill Clip*,Demoralize,Forge's Kin*,Indomitability,Kill Tracker,Tier 3: Range*,,,,,,
Hard Light,4124984448,"""6917530195201588015""",,Exotic,0,Auto Rifle,,Energy,Void,primary,10,Volatile Light,,10,Warlock(504),false,false,false,1,1,,100,100,21,40,16,0,0,0,80,600,64,49,77,0,0,0,0,0,0,0,0,31,40,0,0,false,0,0,omolon,,,Volatile Light*,Polygonal Rifling*,Alloy Magazine*,The Fundamentals*,Composite Stock*,Kill Tracker,,,,,,,,,,,,,
Hawkmoon,3856705927,"""6917530195201590837""",,Exotic,0,Hand Cannon,,KineticSlot,Kinetic,primary,527,Paracausal Shot,Magazine,10,Vault,false,false,false,4,12,,100,93,84,52,14,0,0,0,73,140,59,9,76,0,0,0,0,0,0,0,0,26,52,0,0,false,0,716,,,,Paracausal Shot*,Chambered Compensator*,Alloy Magazine*,Hip-Fire Grip*,Polymer Grip*,Kill Tracker,Hawkmoon Catalyst*,,,,,,,,,,,,
Hawthorne's Field-Forged Shotgun,1402874079,"""6917530193896022665""",,Legendary,3,Shotgun,engram,KineticSlot,Stasis,special,400,Lightweight Frame,Reload Speed,1,Vault,false,false,false,8,28,,60,45,65,60,12,0,0,0,30,80,41,8,60,0,0,0,0,0,0,0,0,12,10,0,0,false,0,0,field-forged,,,Lightweight Frame*,Smoothbore*,Barrel Shroud,Extended Mag*,Light Mag,Sleight of Hand*,Threat Detector,Crystalline Corpsebloom*,Master of Arms,Field-Tested*,Kill Tracker,Tier 1: Reload Speed*,,,,,,,
Heir Apparent,2084878005,"""6917530192285478595""",,Exotic,0,Machine Gun,events,Power,Solar,heavy,347,Heavy Slug Thrower,,,Vault,true,false,false,3,10,Guardian Games,95,90,39,65,0,0,0,0,58,900,50,129,63,0,0,0,0,0,0,0,0,9,50,0,0,false,0,55,,,,Heavy Slug Thrower*,Corkscrew Rifling*,Appended Mag*,Armor of the Colossus*,Combat Grip*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,,,,
Heirloom,1685137410,"""6917530193589454559""",,Exotic,0,Combat Bow,dungeon,Energy,Solar,special,441,Bolt Thrower,,,Vault,false,false,false,8,28,,0,27,44,0,18,0,33,3,0,0,37,0,90,0,0,0,0,0,0,0,0,5,45,0,0,false,0,0,,,,Bolt Thrower*,Ultralight Rail*,Light Heatsink*,Bullwhacker*,Short-Action Stock*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,,,,
Heliocentric QSc,1291040555,"""6917530196700538651""",,Legendary,5,Sidearm,engram,Energy,Solar,primary,550,Lightweight Frame,Handling,2,Vault,true,false,false,8,28,,100,71,43,39,12,0,0,0,46,360,51,14,79,0,0,0,0,0,0,0,0,21,29,0,0,false,0,0,,,,Lightweight Frame*,Arrowhead Brake*,Full Bore,Accurized Rounds*,Steady Rounds,Heal Clip*,Enlightened Action,Demolitionist,Incandescent*,Kill Clip,Frenzy,Nadir Focus*,Kill Tracker,Tier 2: Handling*,Triumphant Pulse*,,,,
Heliocentric QSc,1291040555,"""6917530197018912687""",,Legendary,5,Sidearm,engram,Energy,Solar,primary,550,Lightweight Frame,Reload Speed,3,Vault,true,false,false,8,28,,100,71,43,39,12,0,0,0,57,360,54,14,61,0,0,0,0,0,0,0,0,21,29,0,0,false,0,0,,,,Lightweight Frame*,Chambered Compensator*,Polygonal Rifling,Accurized Rounds*,Tactical Mag,Heal Clip*,Demolitionist,Moving Target,Incandescent*,Surrounded,Precision Instrument,Nadir Focus*,Kill Tracker,Tier 3: Reload Speed*,Triumphant Pulse*,,,,
Hero of Ages,944708986,"""6917530193111777593""",,Legendary,3,Sword,30th,Power,Arc,heavy,407,Aggressive Frame,Impact,1,Vault,false,false,false,8,28,,0,0,71,0,0,0,0,0,0,0,0,62,0,0,0,0,25,40,40,40,0,0,0,0,0,false,0,0,,,,Aggressive Frame*,Enduring Blade*,Honed Edge,Jagged Edge,Balanced Guard*,Enduring Guard,Relentless Strikes*,Sharp Harvest,Jolting Feedback*,Assassin's Blade,Unburied Treasure*,Kill Tracker,Tier 1: Impact*,,,,,,
Hero of Ages,944708986,"""6917530197369577993""",,Legendary,5,Sword,30th,Power,Arc,heavy,550,Aggressive Frame,Impact,3,Vault,false,false,false,8,28,,0,0,72,0,0,0,0,0,0,0,0,62,0,0,0,0,25,41,43,40,0,0,0,0,0,false,0,0,,,,Aggressive Frame*,Enduring Blade*,Honed Edge,Tempered Edge,Balanced Guard*,Burst Guard,Relentless Strikes*,Sharp Harvest,Demolitionist,Jolting Feedback*,Assassin's Blade,Elemental Honing,Unburied Treasure*,Kill Tracker,Tier 3: Impact*,Triumphant Pulse*,,,
Hierarchy of Needs,4174431791,"""6917530196388950002""",,Exotic,0,Combat Bow,dungeon,Energy,Solar,primary,550,Guidance Ring,,10,Vault,true,false,false,5,19,,62,86,92,0,20,0,0,0,72,0,30,0,38,0,733,85,0,0,0,0,0,21,47,0,0,false,0,1765,,00001:Epsilon,,Guidance Ring*,Elastic String*,Fiberglass Arrow Shaft*,Apollonic Tangent*,Kill Tracker,Hierarchy of Needs Catalyst*,,,,,,,,,,,,,
High Albedo,2662459958,"""6917530197532819187""",,Legendary,3,Sidearm,europa,KineticSlot,Kinetic,special,540,Micro-Missile Frame,Stability,2,Vault,false,false,false,8,28,,99,71,0,0,18,45,46,0,91,100,45,9,51,0,0,0,0,0,0,0,0,12,47,0,0,false,0,0,,,,Micro-Missile Frame*,Confined Launch*,Quick Launch,Flared Magwell*,High-Explosive Ordnance,Impulse Amplifier*,Lead from Gold,Kinetic Tremors*,Recombination,Winterized Gear*,Kill Tracker,Tier 2: Stability*,,,,,,,
High Tyrant,2873508409,"""6917530193593937962""",,Legendary,3,Pulse Rifle,dungeon,Energy,Void,primary,440,Balanced Heat Weapon,Stability,2,Vault,false,false,false,8,28,,53,79,23,47,17,0,0,0,51,540,42,0,23,0,0,0,0,0,0,0,0,24,58,18,32,false,0,0,,,,Balanced Heat Weapon*,Hammer-Forged Rifling*,Smallbore,Accelerated Heatsink*,Particle Repeater,Loose Change*,Demolitionist,Thermal Atomization*,Headseeker,Imperial Allegiance*,Kill Tracker,Tier 2: Stability*,,,,,,,
Hoosegow,3669616453,"""6917530194257081076""",,Legendary,0,Rocket Launcher,dungeon,Power,Arc,heavy,478,Adaptive Frame,Handling,3,Vault,false,false,false,3,11,,80,63,0,0,20,65,48,0,31,20,74,1,36,0,0,0,0,0,0,0,0,3,25,0,0,false,0,0,suros,,,Adaptive Frame*,Volatile Launch*,Countermass,Alloy Casing*,Black Powder,Pulse Monitor*,Kill Clip*,Kill Tracker,Tier 3: Handling*,,,,,,,,,,
Horror's Least,827835657,"""6917530192903734140""",,Legendary,4,Pulse Rifle,monumentoftriumph,Energy,Arc,primary,387,Rapid-Fire Frame,Stability,2,Vault,true,false,false,8,28,,65,82,23,30,17,0,0,0,78,540,35,36,18,0,0,0,0,0,0,0,0,24,56,0,0,false,0,0,,,,Rapid-Fire Frame*,Chambered Compensator*,Full Bore,Steady Rounds*,Flared Magwell,Transcendent Moment*,Supercharged Magazine,Perpetual Motion*,Rampage,Problem Solver*,Vanguard Determination,Kill Tracker,Tier 2: Stability*,,,,,,
Horror's Least,827835657,"""6917530196840494532""",,Legendary,5,Pulse Rifle,monumentoftriumph,Energy,Arc,primary,550,Rapid-Fire Frame,Stability,1,Vault,false,false,false,8,28,,55,82,23,34,17,0,0,0,61,540,37,42,38,0,0,0,0,0,0,0,0,17,56,0,0,false,0,0,,,,Rapid-Fire Frame*,Corkscrew Rifling,Fluted Barrel*,Accurized Rounds,Appended Mag*,Zen Moment*,Supercharged Magazine,Overflow,Kill Clip*,Rampage,Rolling Storm,Problem Solver*,Vanguard Determination,Kill Tracker,Tier 1: Stability*,Infamous Horror's Least*,Roguish Bolts*,,
Horror's Least,827835657,"""6917530197081453673""",,Legendary,5,Pulse Rifle,monumentoftriumph,Energy,Arc,primary,550,Rapid-Fire Frame,Stability,2,Vault,false,false,false,8,28,,65,82,23,45,17,0,0,0,56,540,37,42,13,0,0,0,0,0,0,0,0,17,56,0,0,false,0,0,,,,Rapid-Fire Frame*,Extended Barrel*,Polygonal Rifling,Appended Mag*,Extended Mag,Zen Moment*,Heating Up,Trickle Charge,Kill Clip*,Jolting Feedback,Rampage,Problem Solver*,Vanguard Determination,Kill Tracker,Tier 2: Stability*,Infamous Horror's Least*,Roguish Bolts*,,
Hung Jury SR4,697459665,"""6917530193959707525""",,Legendary,5,Scout Rifle,brave,KineticSlot,Kinetic,primary,452,Precision Frame,Handling,1,Vault,false,false,false,8,28,,100,67,62,61,22,0,0,0,55,180,46,16,63,0,0,0,0,0,0,0,0,22,60,0,0,false,0,0,omolon,,,Precision Frame*,Arrowhead Brake*,Full Bore,Accurized Rounds*,Flared Magwell,Kinetic Tremors*,No Distractions,Rewind Rounds,Frenzy*,Precision Instrument,Firefly,Indomitability*,Kill Tracker,Tier 1: Handling*,Triumphant Pulse*,,,,
Hush,3638723317,"""6917530194321901748""",keep,Legendary,5,Combat Bow,gambit,Energy,Solar,primary,491,Precision Frame,Stability,10,Vault,false,false,false,8,28,,78,71,76,0,18,0,0,0,73,0,45,0,70,0,650,75,0,0,0,0,0,10,55,0,0,false,0,19,,,,Precision Frame*,Agile Bowstring*,Tactile String,Carbon Arrow Shaft*,Straight Fletching,Archer's Tempo*,Opening Shot,Firefly,Incandescent*,Meganeura,Precision Instrument,Gun and Run*,Kill Tracker,Targeting Adjuster*,Masterworked: Stability*,Triumphant Pulse*,,,
Hush,3638723317,"""6917530194326117699""",infuse,Legendary,5,Combat Bow,gambit,Energy,Solar,primary,492,Precision Frame,Draw Time,3,Vault,false,false,false,8,28,,78,64,76,0,18,0,0,0,48,0,40,0,49,0,690,86,0,0,0,0,0,10,55,0,0,false,0,0,,,,Precision Frame*,High Tension String*,Natural String,Carbon Arrow Shaft*,Fiberglass Arrow Shaft,Opening Shot*,Burning Ambition,Rapid Hit,Incandescent*,Archer's Gambit,Precision Instrument,Gun and Run*,Kill Tracker,Tier 3: Draw Time*,Triumphant Pulse*,,,,
Hush,3638723317,"""6917530194328014201""",infuse,Legendary,5,Combat Bow,gambit,Energy,Solar,primary,493,Precision Frame,Stability,2,Vault,false,false,false,8,28,,78,64,76,0,18,0,0,0,48,0,40,0,49,0,667,97,0,0,0,0,0,10,55,0,0,false,0,0,,,,Precision Frame*,Tactile String*,Flexible String,Fiberglass Arrow Shaft*,Natural Fletching,Archer's Tempo*,Opening Shot,Firefly,Explosive Head*,Vorpal Weapon,Precision Instrument,Gun and Run*,Kill Tracker,Tier 2: Stability*,Triumphant Pulse*,,,,
Hush,3638723317,"""6917530194335032176""",keep,Legendary,5,Combat Bow,gambit,Energy,Solar,primary,494,Precision Frame,Stability,2,Vault,false,false,false,8,28,,78,64,76,0,18,0,0,0,42,0,51,0,71,0,633,66,0,0,0,0,0,10,55,0,0,false,0,0,,,,Precision Frame*,Flexible String*,High Tension String,Compact Arrow Shaft*,Fiberglass Arrow Shaft,Archer's Tempo*,Burning Ambition,Rapid Hit,Incandescent*,Vorpal Weapon,Meganeura,Gun and Run*,Kill Tracker,Tier 2: Stability*,Triumphant Pulse*,,,,
Ignition Code,2761869150,"""6917530195201586816""",,Legendary,0,Grenade Launcher,revenant,KineticSlot,Kinetic,special,527,Lightweight Frame,Handling,2,Vault,false,false,false,7,25,,75,71,0,0,13,80,82,0,28,90,64,1,81,0,0,0,0,0,0,0,0,2,64,0,0,false,0,0,,,,Lightweight Frame*,Quick Launch*,Smart Drift Control,Proximity Grenades*,Spike Grenades,Steady Hands*,Reverberation*,Splicer Surge*,Kill Tracker,Tier 2: Handling*,,,,,,,,,
IKELOS_HC_v1.0.3,1731355324,"""6917530192847659091""",,Legendary,0,Hand Cannon,rasputin,Energy,Void,primary,378,Precision Frame,Range,2,Vault,false,false,false,5,19,,100,75,78,37,14,0,0,0,62,180,33,12,43,0,0,0,0,0,0,0,0,39,53,0,0,false,0,0,,,,Precision Frame*,Arrowhead Brake*,Corkscrew Rifling,Seraph Rounds*,Flared Magwell,Subsistence*,Focused Fury*,Rasputin's Arsenal*,Kill Tracker,Tier 2: Range*,,,,,,,,,
IKELOS_SG_v1.0.3,1168625549,"""6917530192850021466""",,Legendary,0,Shotgun,rasputin,Energy,Solar,special,378,Rapid-Fire Frame,Range,1,Vault,true,false,false,5,19,,69,72,65,45,12,0,0,0,37,140,71,8,29,0,0,0,0,0,0,0,0,2,60,0,0,false,0,0,,,,Rapid-Fire Frame*,Rifled Barrel*,Barrel Shroud,Tactical Mag*,Light Mag,Pugilist*,Vorpal Weapon*,Rasputin's Arsenal*,Kill Tracker,Tier 1: Range*,,,,,,,,,
Imperial Decree,318443586,"""6917530198149860414""",,Legendary,0,Shotgun,engram,KineticSlot,Kinetic,special,540,Aggressive Frame,Stability,1,Vault,false,false,false,6,20,,80,35,80,44,12,0,0,0,45,60,34,4,31,0,0,0,0,0,0,0,0,5,39,0,0,false,0,0,,,,Aggressive Frame*,Smoothbore*,Corkscrew Rifling,Assault Mag*,Extended Mag,Stats for All*,Shot Swap*,To Excess*,Kill Tracker,Tier 1: Stability*,,,,,,,,,
Imperial Decree,318443586,"""6917530198151725068""",,Legendary,0,Shotgun,engram,KineticSlot,Kinetic,special,540,Aggressive Frame,Stability,1,Vault,false,false,false,6,20,,80,35,80,44,12,0,0,0,45,60,34,4,31,0,0,0,0,0,0,0,0,5,39,0,0,false,0,0,,,,Aggressive Frame*,Smoothbore*,Corkscrew Rifling,Assault Mag*,Extended Mag,Stats for All*,Shot Swap*,To Excess*,Kill Tracker,Tier 1: Stability*,,,,,,,,,
Imperial Decree,318443586,"""6917530198274783597""",,Legendary,0,Shotgun,engram,KineticSlot,Kinetic,special,540,Aggressive Frame,Stability,1,Vault,false,false,false,6,20,,80,35,80,44,12,0,0,0,45,60,34,4,31,0,0,0,0,0,0,0,0,5,39,0,0,false,0,0,,,,Aggressive Frame*,Smoothbore*,Corkscrew Rifling,Assault Mag*,Extended Mag,Stats for All*,Shot Swap*,To Excess*,Kill Tracker,Tier 1: Stability*,,,,,,,,,
Imperial Decree,318443586,"""6917530198280414604""",,Legendary,0,Shotgun,engram,KineticSlot,Kinetic,special,540,Aggressive Frame,Stability,1,Vault,false,false,false,6,20,,80,35,80,44,12,0,0,0,45,60,34,4,31,0,0,0,0,0,0,0,0,5,39,0,0,false,0,0,,,,Aggressive Frame*,Smoothbore*,Corkscrew Rifling,Assault Mag*,Extended Mag,Stats for All*,Shot Swap*,To Excess*,Kill Tracker,Tier 1: Stability*,,,,,,,,,
Imperial Decree,318443586,"""6917530198280422111""",,Legendary,0,Shotgun,engram,KineticSlot,Kinetic,special,540,Aggressive Frame,Stability,1,Vault,false,false,false,6,20,,80,35,80,44,12,0,0,0,45,60,34,4,31,0,0,0,0,0,0,0,0,5,39,0,0,false,0,0,,,,Aggressive Frame*,Smoothbore*,Corkscrew Rifling,Assault Mag*,Extended Mag,Stats for All*,Shot Swap*,To Excess*,Kill Tracker,Tier 1: Stability*,,,,,,,,,
Inbound Surveillance,2776506837,"""6917530194594702242""",,Legendary,3,Scout Rifle,campaign,KineticSlot,Kinetic,primary,500,High-Impact Frame,Handling,2,Warlock(504),false,false,false,8,28,,75,34,67,71,20,0,0,0,41,150,53,18,29,0,0,0,0,0,0,0,0,15,56,0,0,false,0,0,hakke,,,High-Impact Frame*,Corkscrew Rifling*,Polygonal Rifling,Tactical Mag*,Steady Rounds,Lucky Shot*,Keep Away,Explosive Payload*,Frenzy,"Nail, Meet Hammer*",Häkke Breach Armaments,Kill Tracker,Tier 2: Handling*,,,,,,
Inbound Surveillance,2776506837,"""6917530196100980559""",,Legendary,5,Scout Rifle,campaign,KineticSlot,Kinetic,primary,550,High-Impact Frame,Range,3,Vault,true,false,false,8,28,,85,34,67,81,20,0,0,0,42,150,43,17,18,0,0,0,0,0,0,0,0,15,56,0,0,false,0,0,hakke,,,High-Impact Frame*,Chambered Compensator*,Smallbore,Accurized Rounds*,Extended Mag,Stopping Power*,Rapid Hit,Keep Away,Explosive Payload*,Kinetic Tremors,Precision Instrument,"Nail, Meet Hammer*",Häkke Breach Armaments,Kill Tracker,Tier 3: Range*,Triumphant Pulse*,,,
Inbound Surveillance,2776506837,"""6917530196138195156""",,Legendary,3,Scout Rifle,campaign,KineticSlot,Kinetic,primary,540,High-Impact Frame,Handling,1,Warlock(504),false,false,false,8,28,,75,34,67,71,20,0,0,0,36,150,23,20,28,0,0,0,0,0,0,0,0,25,56,0,0,false,0,0,hakke,,,High-Impact Frame*,Corkscrew Rifling*,Polygonal Rifling,Extended Mag*,Alloy Magazine,Rapid Hit*,Bewildering Burst,Explosive Payload*,Frenzy,"Nail, Meet Hammer*",Häkke Breach Armaments,Kill Tracker,Tier 1: Handling*,,,,,,
Inbound Surveillance,2776506837,"""6917530196250371269""",,Legendary,3,Scout Rifle,campaign,KineticSlot,Kinetic,primary,540,High-Impact Frame,Range,2,Vault,true,false,false,8,28,,100,34,67,78,20,0,0,0,31,150,43,17,32,0,0,0,0,0,0,0,0,15,56,0,0,false,0,0,hakke,,,High-Impact Frame*,Arrowhead Brake*,Hammer-Forged Rifling,Accurized Rounds*,Flared Magwell,Stopping Power*,Shoot to Loot,Explosive Payload*,Precision Instrument,"Nail, Meet Hammer*",Häkke Breach Armaments,Kill Tracker,Tier 2: Range*,,,,,,
Inbound Surveillance,2776506837,"""6917530197659824132""",,Legendary,3,Scout Rifle,campaign,KineticSlot,Kinetic,primary,540,High-Impact Frame,Range,1,Vault,true,false,false,8,28,,75,34,67,82,20,0,0,0,36,150,43,17,27,0,0,0,0,0,0,0,0,15,56,0,0,false,0,0,hakke,,,High-Impact Frame*,Corkscrew Rifling*,Full Bore,Accurized Rounds*,Tactical Mag,Stopping Power*,Keep Away,Explosive Payload*,Precision Instrument,"Nail, Meet Hammer*",Häkke Breach Armaments,Kill Tracker,Tier 1: Range*,,,,,,
Inbound Surveillance,2776506837,"""6917530198378840327""",,Legendary,3,Scout Rifle,campaign,KineticSlot,Kinetic,primary,540,High-Impact Frame,Stability,3,Vault,false,false,false,8,28,,75,34,67,71,20,0,0,0,44,150,53,18,27,0,0,0,0,0,0,0,0,15,56,0,0,false,0,0,hakke,,,High-Impact Frame*,Corkscrew Rifling*,Hammer-Forged Rifling,Tactical Mag*,Alloy Magazine,Stopping Power*,Bewildering Burst,Explosive Payload*,Precision Instrument,"Nail, Meet Hammer*",Häkke Breach Armaments,Kill Tracker,Tier 3: Stability*,,,,,,
Infinite Paths 8,3176697588,"""6917530194257078494""",,Legendary,3,Pulse Rifle,mercury,Energy,Arc,primary,478,Lightweight Frame,Reload Speed,3,Vault,true,false,false,8,28,,59,76,27,45,17,0,0,0,55,450,63,33,72,0,0,0,0,0,0,0,0,10,55,0,0,false,0,0,,,,Lightweight Frame*,Corkscrew Rifling*,Fluted Barrel,Accurized Rounds*,Alloy Magazine,Dragonfly*,Supercharged Magazine,Swashbuckler*,Rolling Storm,Radiolaria Transposer*,Kill Tracker,Tier 3: Reload Speed*,,,,,,,
Infinite Paths 8,3176697588,"""6917530197066740704""",,Legendary,3,Pulse Rifle,mercury,Energy,Arc,primary,540,Lightweight Frame,Reload Speed,4,Vault,true,false,false,8,28,,69,76,27,40,17,0,0,0,60,450,64,33,62,0,0,0,0,0,0,0,0,10,55,0,0,false,0,0,,,,Lightweight Frame*,Chambered Compensator*,Hammer-Forged Rifling,Accurized Rounds*,Flared Magwell,Moving Target*,Dragonfly,Swashbuckler*,Voltshot,Radiolaria Transposer*,Kill Tracker,Tier 4: Reload Speed*,,,,,,,
Infinite Paths 8,3176697588,"""6917530198262621903""",,Legendary,5,Pulse Rifle,mercury,Energy,Arc,primary,550,Lightweight Frame,Range,4,Vault,false,false,false,8,28,,89,76,27,46,17,0,0,0,55,450,60,33,79,0,0,0,0,0,0,0,0,10,55,0,0,false,0,0,,,,Lightweight Frame*,Arrowhead Brake*,Fluted Barrel,Accurized Rounds*,Extended Mag,Dragonfly*,Trickle Charge,Supercharged Magazine,Zen Moment*,Rolling Storm,Voltshot,Radiolaria Transposer*,Kill Tracker,Tier 4: Range*,Triumphant Pulse*,,,,
Infinite Paths 8,3176697588,"""6917530198266999148""",,Legendary,5,Pulse Rifle,mercury,Energy,Arc,primary,550,Lightweight Frame,Range,1,Vault,false,false,false,8,28,,59,76,27,49,17,0,0,0,56,450,60,33,72,0,0,0,0,0,0,0,0,10,55,0,0,false,0,0,,,,Lightweight Frame*,Corkscrew Rifling*,Polygonal Rifling,Accurized Rounds*,Appended Mag,Dragonfly*,Trickle Charge,Supercharged Magazine,Swashbuckler*,Zen Moment,Kill Clip,Radiolaria Transposer*,Kill Tracker,Tier 1: Range*,Triumphant Pulse*,,,,
Infinite Paths 8,3176697588,"""6917530198361524341""",,Legendary,5,Pulse Rifle,mercury,Energy,Arc,primary,550,Lightweight Frame,Handling,1,Vault,false,false,false,8,28,,89,76,27,42,17,0,0,0,50,450,60,33,80,0,0,0,0,0,0,0,0,10,55,0,0,false,0,0,,,,Lightweight Frame*,Arrowhead Brake*,Hammer-Forged Rifling,Accurized Rounds*,Steady Rounds,Moving Target*,Grave Robber,Demolitionist,Swashbuckler*,Rolling Storm,Kill Clip,Radiolaria Transposer*,Kill Tracker,Tier 1: Handling*,Triumphant Pulse*,,,,
Interference VI,2257180473,"""6917530194257079400""",,Legendary,0,Grenade Launcher,engram,Power,Arc,heavy,478,Adaptive Frame,Velocity,1,Vault,false,false,false,3,10,,66,61,0,0,13,45,45,0,18,120,70,5,40,0,0,0,0,0,0,0,0,6,36,0,0,false,0,0,cassoid,,,Adaptive Frame*,Hard Launch*,Linear Compensator,Alloy Casing*,High-Velocity Rounds,Auto-Loading Holster*,Full Court*,Kill Tracker,Tier 1: Velocity*,,,,,,,,,,
IRONWOOD 03,2041617874,"""6917530195695118106""",,Legendary,3,Hand Cannon,monumentoftriumph,Energy,Void,primary,550,Spread Shot,Reload Speed,3,Vault,false,false,false,8,28,,93,65,96,52,12,0,0,0,59,100,28,8,29,0,0,0,0,0,0,0,0,23,50,0,0,false,0,0,,,,Spread Shot*,Smallbore*,Corkscrew Rifling,Accurized Rounds*,Extended Mag,Threat Remover*,Pugilist,Destabilizing Rounds*,Collective Action,Carrion Munitions*,Kill Tracker,Tier 3: Reload Speed*,,,,,,,
IRONWOOD 03,2041617874,"""6917530195697487078""",,Legendary,5,Hand Cannon,monumentoftriumph,Energy,Void,primary,550,Spread Shot,Reload Speed,3,Vault,false,false,false,8,28,,93,65,96,43,12,0,0,0,60,100,10,11,29,0,0,0,0,0,0,0,0,33,50,0,0,false,0,0,,,,Spread Shot*,Smallbore*,Barrel Shroud,Extended Mag*,Alloy Magazine,Threat Remover*,Pugilist,Dimensional Shift,Destabilizing Rounds*,Surrounded,Master of Arms,Carrion Munitions*,Kill Tracker,Tier 3: Reload Speed*,Triumphant Pulse*,,,,
